text,label
"কুমিল্লা থেকে নোয়াখালীর বাস উপকূলে এই সিস্টেম অনেক আগে থেকেই চালু হয়েছে,কিন্তু ভাড়াটা কমায়নি,,উল্টা ৬৫ টাকার ভাড়া ৫টাকা ভাঙতি না দিলে ভাঙতি নেই বলে ৭০ টাকা রেখে দেয়,,এভাবে কতজনের থেকে টাকা নিচ্ছে,",0
মানুষের মেধাই সবচেয়ে বেশি শক্তিশালী মানুষ কে বাদ দিয়ে কিছুই নাই।,0
কিস করার সিন টা দেখতাছি না কেন??!,1
হয়তো ভালো উদ্দেশ্যেই তিনি আবিষ্কারটা করেছিলেন।,0
দশ কেজি জিরা কিনে ১০০টাকা বাঁচান!,1
সে নিজেই পপুলার কোম্পানীতে চাকুরী করা কালীন সময়ে নিম্ন মানের ঔষধ এমোক্সিসিলিন সিরাপ ও ড্রপ তৈরি করে সরকারি হাসপাতাল সরবরাহ করেছিলো যাহা আবার ২০২২ সালে ফেরত নেওয়া হয়,0
আজকে একটা বলপেন্ট ও নায় স্টোরি দিতে পারি নায়,1
সময়ের সাথে সাথে অনেক কিছু বদলে যায়।,0
"এলিয়েন এ্যাটাক, সুনামি, অদ্ভুত প্রাণি সব আমেরিকার অবশ্য ওদের ওখানে আমাদের দেশের মত দামী স্থাপনা নেই",0
দুজনকে অনেক সুন্দর মানিয়েছে,0
"সবগুলোরে চোর চোর লাগতাছে। এর থেকে ভালো যদি আমারে কইতো, পোশাকের ডিজাইন কইরা দিতে, তাও করে দিতে পারতাম। বিশেষ করে Rab কে তো চোর বানাই দিলো। কেউই Rab এর দৃষ্টিতে দেখবে না, পুলিশ মনে করবে। কারণ পুলিশের পোশাকের সাথে ম্যাচিং করে এটা। কি গাঁ'জা খেয়ে কালার চেঞ্জ করছে",0
অসাধারণ মুচকি মুচকি হাসলাম ভালো লাগলো,0
স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক,0
অতিরিক্ত উত্তেজনায় ম্যাচ হারছে BAF,1
বাল আগেরটাই মজার ছিলো এখন সব ফালতু ভিডিও বানায়,0
টয়লেটবিহীন রাষ্ট্রের লোকগুলো অতিরিক্ত বাড়াবাড়ি শুরু করেছে।সম্ভবত গত চ্যাম্পিয়ন্স ট্রফির ফাইনালে পাকিস্তানের কাছে হিউমিলেট হওয়ার কথাটা ভুলতে পারছে না।,0
কি ভাবে উনারা সমিতির পদ পদবীর অধিকারীক হলেন ! মনে হয় আবারো এনায়েতউল্লাহ গ্রুপে ঢুকে গেলাম ! আবারো পরিবহন খাতে বিশৃঙ্খলা তৈরি হতে যাচ্ছে !,0
এই মহৎ কাজ আমিও করেছি। আর এখন main বই গুলোই পড়তে পারিনা,1
ভারতের মানুষ বলে কথা...,1
দুখ জনক হলেও সত্য দেশীয় মিডিয়ার চেয়ে বিদেশি গণমাধ্যমেই এ ধরনের কর্মকান্ড প্রথম সামনে এল।,0
"সমুদ্রের গভীরে কী কী লুকিয়ে আছে, তা বোঝা সত্যিই কঠিন।",0
ফিটনেস মজবুত রাখার জন্য পারফেক্ট ইঞ্জুরি,1
"সম্পর্কের ক্ষেত্রে মানুষের ব্যক্তিগত অনুভূতি ও বিশ্বাসের কথা গুরুত্ব দেয়া উচিত, কিন্তু লজ্জার সীমা কোথায় তা নিয়ে আলোচনা হওয়া উচিত।",0
"সৃতিগুলি যেন সুন্দর হয়,চলেন সেই চেষ্টাটা করি।",1
শুন্য ঘরের চাইতে দুষ্ট বউ অনেক ভালো যে শীত,1
"শাওন সরাসরি ভাবে স্বাধীনতাকামী মানুষদের বিরোধ করে লেখালেখি করে আসছে, এই পাগলকে শিক্ষা দেয়া উচিত।",0
দৈনিক পাঁচ ওয়াক্ত নামাজ আমাদেরকে সুখী ও স্বাস্থ্যবান করে তুলে। সুবহানআল্লাহ।,0
মেয়ের জামাই আইন উপদেষ্টা হওয়ার পরও শ্বাশুড়ীকে ডিবি ধরে নিয়ে আসে। তারপরও আপনারা বলেন দেশে নাকি আইনের শাসন নাই. সৌদি আরব থেকেও এই দেশের আইন কঠিন।,1
"যাদের মুখের ভেতর এই পোকা ঢুকে গেছে তাদের বলছি, দয়া করে আপনারা আর কোনোদিন টয়লেটে মুখ খুলবেন না। আর যাদের এখনো ঢুকে নাই, তাদের বলছি ঘরে থাকুন, সতর্ক থাকুন আর টয়লেটে কখনো মুখ খোলা রাখবেন না!",1
"""দূরে গেলেও এটাই সত্যি তুমি আমারই...""",0
আসিফের কিছু করেন ভাই নাহলে আপনাদের অনেক কিছু হয়ে যাবে,0
"গ্রোথ কোড বইয়ের পাঠকদের জন্য অনেক প্রতিশ্রুতি রয়েছে, তবে বাস্তবে কেমন হবে তা দেখার বিষয়।",0
আপনাদের চোরগুলি বেধে রাখুন।! দেখবেন এমনিতেই সব কিছুতেই সাস্রয় হবে !!,1
শেষের সিন টা দেখে চোখে পানি চলে আসলো,0
আল্লাহ্ সবাইকে হায়াত দান করুক,0
"জনগণের নির্বাচিত সরকার রাষ্ট্র সংস্কার করতে পারবে না,,,তাহলে জনগণের ইচ্ছার প্রতিফলন ঘটে কোথায়!!",0
পরীমনির মুখে নাকি নাসির বোতল ঢুকিয়ে দিয়েছিলো?,1
মূলধারার লেখকদের মধ্যে অকালপ্রয়াত শহীদুল জহিরের প্রতি এ সময় তীব্রভাবে আকৃষ্ট হয় বাংলাদেশি পাঠক।,0
সবাই সবার পাশে থাকবে এটাই আমাদের একমাত্র লক্ষ্য আর তাহলেই আমরা খুব দ্রুত আমাদের সফলতা খুঁজে পাবো ইনশাআল্লাহ,0
নাস্তিক কোথাকার,0
"জীবনে সফলতার জন্য ""সময়""",0
"অনুসন্ধিৎসু বিজ্ঞানী সমাজের প্রতি দায়বদ্ধ, তার আবিষ্কার মানুষের উপকার করে।",0
স্মার্টফোন এডিকশানের কারণে এখন এমনকি একটানা ২০ মিনিটও কোন কাজে মনোযোগ দেওয়া আমার জন্য দুরূহ হয়ে গেছে অনেক চেষ্টা করতেছি কিন্তু কিছুতেই পেরে উঠতে পারছিনা,0
"আমি একজন হোম টিউটর, আমার সাড়ে পাঁচ বছর বয়সি স্টুডেন্ট, এইবার ক্লাস ওয়ান। আমি তার ব্রেনে মুগ্ধ। অসাধারণ মেমরি,তার চিন্তা শক্তি এবং প্রশ্ন করা জাস্ট অসাধারণ, আমি তাকে পড়াচ্ছিলাম Allaha is kind, সে আমায় জিজ্ঞেস করলো আল্লাহ যদি kind হয় তাহলে এতো মানুষ জাহান্নামে যাবে কেন? এই বয়সে এই প্রশ্ন সত্যি আমি হতভম্ব হয়ে যাই,আমি প্রায় ১৫ টার মতো স্টুডেন্ট পড়াই,কিন্তু সবার মধ্যে সেই সেরা,ওকে পড়াতে বসলে মনে হয় আমি যেন বড় ক্লাস এর কোন স্টুডেন্ট পড়াই,সেই ফিল হয়। আল্লাহ ওকে ইসলামের জন্য কবুল করুক।",0
জীবনেও কেউ প্রোপোজ করে নাই সেখানে রিজেক্ট করা বিলাসিতা,1
যারা অন্যের কথা ভাবে তাদের নিয়ে ভাবার কেউ নেই।,0
এই দেশের বেশির ভাগ মানুষ সুযোগের অভাবে সৎ। সুযোগ পেলে প্রায় সবাই ই দুর্নীতি করত।,0
"নিজের ভুল থেকে শিক্ষা গ্রহণ করা আসলেই অনেক উপকারী হতে পারে, কারণ ব্যর্থতা থেকে শিক্ষা নেয়া জীবনের জন্য গুরুত্বপূর্ণ।",0
এবার চাঁদটাও বুঝি মেয়েদের দখলে চলেগেলো,0
"শিক্ষকের হাতে শাসনের লাঠি মানে ছাত্রদের পিটানো নয়। তবে, পরিস্থতির শিকার অনুযায়ী গায়ে হাত তোলা বাধ্যগত হলে সেটা ভিন্ন কথা।",0
এইটা হাসির বিষয় না আমারতো এখন ভয় করছে রবোট যদি আমাদের নিয়ন্ত্রন করতে চাই। একটা মুভিতে দেখছিলাম যে রোবটে আবেগ চলে আসছিল সে মালিকের বউয়ের সাথে সম্পর্ক করতে চাচ্ছে মালিককে মেরে ফেলছে।,0
"অনলাইনে নিজের নিজের পরিচয় এবং অ্যাকাউন্ট কিভবে সুরক্ষিত রাখবেন, দেখে নিন",0
ভাবিয়া করিও কাজ করিয়া ভাবিও না আসলে কথাটা সত্যি বেশি পন্ডিতি যা করলে যা হয়,0
পাকিস্তান আর্মির সাথে সরাসরি জড়িত থাকলেও গোলাম আযম মুক্তিযোদ্ধাদের গোপনে তথ্য সরবরাহ করতেন৷ এভাবেই পাকিস্তান আর্মিকে পঙ্গু করে স্বাধীনতায় ভূমিকা রেখেছেন বীর মুক্তিযোদ্ধা গোলাম আযম খা. পো. ।,1
আমার পরিচিত একজন ৪ ৫ জনের সঙ্গে তার জীবনে এভাবে হাত ধরে ছবি তুলেছে,1
চুল বলতে কি বুঝালেন,1
"এটা আমাদের ছাতক শহর,আল্লাহ হেফাজতকারি",0
এটা সিসি ক্যামেরা বাথরুমের,1
"ফেব্রুয়ারী মাসের হাত খরচের টাকাও শেষ হয়ে গেছে, তবুও জানুয়ারী শেষ হচ্ছেনা।",1
ওউ টিক আছে,1
র বন্ধু কে কারেন্টের মিস্ত্রি বলে ফেলেছি,0
বিশ্ববিদ্যালয়ে পড়ার যোগ্যতা বলতে মানসিক যোগ্যতা আছে কিনা তা বুঝাইছিলো কিন্তু ওয় এই কথা বইলা অযোগ্যতার প্রমাণ দিয়া দিছে,1
টু ডান কাধের ফেরেশতা আপনি এবার বেশি বেশি করে লেখেন।,0
no Comments,0
ভালো খবর। কাজি দিয়ে বিয়ের রেজিষ্ট্রেশন প্রথা বাতিল করা উচিত। সরকার কতৃক নির্ধারিত অফিসে গিয়ে বর-কনে অল্প খরচে বিয়ের রেজিষ্ট্রেশন প্রথা চালু করা হউক।,0
নব্য ক্রিকেট ফ্যান তাই আফতাব আহমেদ এর ফিল্ডিং দেখে নাই,0
"বিশ্বাস এ বসবাস, সন্দেহে সর্বনাশ",0
ছেলেগুলো বাথরুমে অনাহারে মরে। তোরা নিজেরা নিজেরাই এইসব করিস ছিহ,1
হাস্যকরভাবে ভাবে ঘটনাটি উপস্থাপন করা হলেও ভবিষ্যতের জন্য বিপজ্জনক মনে হয়েছে।,0
এতো বাজে বাজে কমেন্টের পরও কোনো মানুষ এইরকম জিলিংগা মাইরা থাকতে পারে তোমারে না দেখলে বিলিভ হইতো না ব্রা!,0
ভাবীর প্যাকেট ছিঁড়ার স্টাইলটা কেমন যেন চেনা চেনা লাগলো,1
সরকারের কাছে বিনিত অনুরোধ জানাচ্ছি রিয়াক্ট কমেন্ট করা মানুষ গুলোর বেতনের ব্যাবস্থা করা হোক,1
এটাই ঠিক নিজ দেশে তর সম্মান নাই একদমেই নাই,0
এত দিনে কেউ একটা সত্যি কথা বল্ল,0
কিন্তু এই একই রঙ রাজনীতিকরণ করতে দেখা যায় ভারতীয় উগ্রবাদী দল বিজেপি কে।,0
এই জন্য ইউসুফ সরকারকে চরম মূল্য দিতে হবে।,1
"মেয়েদের জন্যও তাই । বয়ফ্রেন্ডের পিছনে সময় নষ্ট না করে দুইটা স্টুডেন্ট পড়ায় টাকা জমায় মন মতো শপিং করা যেতে পারে, ""আব্বা নাহি মানেঙ্গে"" ইস্যু না থাকলে ট্যুরে যাওয়া যেতে পারে, সিনেমা দেখতে যাওয়া যেতে পারে । আনলিমিটেড সম্ভাবনা।",0
"...ভালো হয়ে গেছি, তুমিও ভালো হয়ে যাও",1
সবই পাপের ফল,1
আরো দুইটা বই লিখেন তারপর একবারে চারটা বিয়ে করে ফেইলেন,1
আরে তোদের বিএনপি নেতা সালাউদ্দিন আহমেদ সেও বেআইনিভাবে ভারতে ঢুকে জেল খেটেছিল। এখন মুক্ত হয়ে ভারত ওকে ঢাকায় পৌঁছে দিয়েছে। তোদের দেশে কোন কিছু হলেই তারা ভারতে প্রবেশ করে আর সন্ত্রাসবাদীরা তো আছেই প্রতিদিন ধরা পড়ছে ভারতে।,0
আমার ঝামেলা গোপালের গলায় ঝুলিয়ে দিয়েছি এই বার গোপাল বুঝবে কত ধানে কত চাল,1
দোয়া রইল,0
"এইটা ও তো পুরোনো হয়ে গেছে, কট খাওয়া দরকার, এটা খাইলেই পুর্নতা",1
লেখিকা প্রেমিকা,0
ভাই নেক্সটে আপনি কোনো এইরকম ইভেন্টে অংশগ্রহণ রেজিস্ট্রেশন করলে আগে থেকে একটু পোস্ট স্টোরি দিয়েন।,0
রুটিটা খেতে অনেক সুস্বাদু হবে মনে হয়,1
"বাহিরের নারী লাগবে না, খানের যত বউ আছে তাতেই হয়ে যাবে",1
পরিকল্পিতভাবেই বঙ্গবন্ধুর স্মৃতিবিজড়িত স্বাধীনতার ইতিহাস কে মুছে ফেলার ষড়যন্ত্র করা হয়েছে।এসব বুলডোজার আগে থেকেই ঠিক করা ছিল।,0
বাবা তো চলে গেল মায়ের জন্য কিছুই তো করতে পারতেছিনা মেয়ে হয়ে জন্ম নিয়ে কত যে কষ্ট বাবা মা তোমাদের জন্য দোয়া চাড়া আর কি দিব রব্বির হামহুমা কামা রব্বি ইয়ানি সগীরা,0
আপনাদের ব্যক্তিগত জীবনে কোনটা শুটিং এবং কোনটা বাস্তব বুঝে ওঠা মুশকিল?,0
"ভারত থাকবেনা থাকবেনা ভারত, ভেঙে টুকরো টুকরো হয়ে যাবে ইনশাআল্লাহ।",0
আজীবন আমাদের মাঝে আনন্দের উৎস হয়ে বেঁচে থাকে।,0
"উনি বাংলা এবং ইংরেজি এতো সাবলীল ভাবে বলেন, যে, মুগ্ধ হয়ে শুনতেই মন চাই। কারো প্রতি কোনো আক্রমণাত্মক কথা নেই! নেতা তো এমনই হওয়া উচিত। আল্লাহ উনাকে কবুল করুন এবং নেক হায়াত দান করুন।",0
"আগে ঘুম তারপর প্রেম পিরিত,,",1
খকদ্বয় সেই বিষয়গুলোকে অত্যন্ত প্রভাবশালী ও সুচারু যুক্তি ধারায় তাদের নতুন থিওরি মাধ্যমে প্রকাশ করেছেন।,0
"কেউ-ই ইতিহাস থেকে শিক্ষা নেয় না এটাই চরম সত্যি কথা।,,, যদি শিক্ষা নিত তাহলে আরো আগেই দেশ ঠিক হতো।",0
এটা আমার জানা ছিল না। অজানা এই রবীন্দ্র সংগীতটি এখানে তুলে ধরার জন্য অসংখ্য ধন্যবাদ।,0
আমার আম্মা জীবনে কিছু বলেনাই,0
"যারা মজহার সাহেবের কথা বুঝেন নাই, তারা আমাদের বর্তমান সংবিধানের ৭ ২ পড়েন নাই",0
"বাহ খুব সুন্দর উদাহরণ দিছেন, মদ খান আর সাহায্য করেন সেজন্য আল্লাহ আপনাকে তাওফিক দিক",1
"এইগুলো কেউ দেখার নাই, আছে শুধু রাজনৈতিক প্রতিহিংসাপরায়ণ হয়ে কে কাকে মামলা দিবে আর কাকে মারতে হবে সেটা নিয়ে সবাই ব্যস্ত!!",0
"তাই প্রশ্ন জাগে, বাংলাদেশি পাঠকের মন নতুন সহস্রাব্দে কী ধারায় পরিবর্তিত হচ্ছে?",0
সত্যি আপনি অনেক ভালো মানুষ,0
প্রতারক প্রেমিকাকে আইনের আওতায় আনা হোক।,1
আপনাকে গালি দিলে গালিরকে অপমান করা হবে উপরের ছবিটা উনার মেয়ে,1
এটাই করা উচিত যে দেশের যে কালচার তাকে সে ভাবেই চলা উচিত,0
মা অতুলনীয়,0
কেউ থাকে নাহ পাসে সে আমার থেকে ও ফকির হলে ও থাকবে নাহ,1
সামাজিক মাধ্যম ও আধুনিক সংস্কৃতি যৌনতা ও সম্পর্ক নিয়ে খোলামেলা আলোচনাকে প্রভাবিত করছে।,0
যারা মহান মুক্তিযুদ্ধকে ভারত-পাকিস্তান যুদ্ধ বলে চালিয়ে দেয় তাদের কাছে এ ছাড়া আর কি আশা করা যায়!,0
এটা একটা ওপেন সিক্রেট শেখহাসিনার রাতের ভোটের মতো।,1
"নতুনরা কোথায় এসো, একে অপরকে ভালোবাসা দিয়ে এবং এগিয়ে দিতে সাহায্য করি। এসো আমরা একে অপরের বাড়ি থেকে ঘুরে আসি চলো কোন এক ছোট পেজকে বড় করে তুলি আমরা সবাই,",0
"মন্দের ভালো ছিল সে, কিন্তু এখন সেটা ও গেলো",1
এইগুলারে কুত্তার মত পিডানো উচিৎ। জানোয়ার কোথাকার।,0
একমাএ বাংলাদেশী ক্রিকেটার যিনি মাঠও কাপায় খাটও কাপায়,1
পারিবারিক খামার বোর্ড আসছে ভালো অবস্থানে থাকবে না,0
একটা মানুষের এত গুন কিভাবে হয়?,0
মরুভূমিতে বরফ উৎপাদন এবং সঞ্চয় করার এই প্রাচীন পদ্ধতি আধুনিক বিশ্বের কাছে একটি শিক্ষণীয় পাঠ হিসেবে বিবেচিত হতে পারে।,0
"আজকে, হেডার কথা ইংরেজিতে শিকলাম আপনার পোস্ট তেকে।",0
রিপন ভাইকে সস্তা মনে করছে এটাই বাস্তব হা হা হা,1
রান তো মাত্র ৫৪ সেঞ্চুরি কোই পাইলেন,1
এইটা কোন সমস্যা না ভাই এটা নারীর প্রতি পুরুষ এর ভালবাসা !,0
সেবামূলক প্রতিষ্ঠানে শ্রমিকদের জন্য ভালো কাজের পরিবেশ সৃষ্টি করা উচিত।,0
"রতনে রতন চেনে, শু'য়োরে চেনে শু'য়োররে।",1
যতই রাগুক তারপরেও সাকিবের মতো স্ট্যাম্প ভরতে পারবো না,1
যার যায় সে বুঝে বাকিদের কাছে শুধু পাতা নড়ে,0
আমরা যখন জামা কাপড় কিনতে যাই তখন আমরা চাই পাকিস্তানি বা ভারতীয় পোশাক কিন্তু আমাদের চাওয়া উচিত বাংলাদেশি পোশাক এখানে কি আমাদের সচেতন হতে হবে,0
খাবারের সন্ধানে আসা প্রাণীদের মারধর না করে সাহায্য করা উচিত।,0
একটি সফল প্রজেক্ট তৈরি করতে সময় এবং শ্রমের গুরুত্ব অনেক।,0
কালকেই কলেজ থেকে গার্ডিয়ান ডাকবে,0
মা-সন্তানের সম্পর্ক খুবই গভীর।,0
পুরনো বাস রঙ করে নতুন করে চালু করলে হবে না পুরোটাই যেন নতুন বাস হয় তাহলে সাধারণ মানুষ যাতায়াত করে আসান পাবেন,0
হাসপাতালে রোগীদের জন্য নির্ধারিত শয্যা থাকে,0
"বিড়ালটা কল্পনার জীবনে আনন্দ এনে দিয়েছে, এটা দেখে খুব ভালো লাগছে।",0
"ডিপ্লোমা ইঞ্জিনিয়ার যারা তাদের কাছে একটা প্রশ্ন, ভাই ডিস্ক্রিট ম্যাথ, আর নিউমেরিক্যাল এনালাইসিস কি?",0
বিশ্ব সেরা রাধুনি যে নোবেল পাওয়ার মত রেসিপি শেয়ার করতো আফসোস করো বাংলার মানুষ ফ্রী তে আর রান্নার রেসিপি বা বিনোদন পাবা না,1
বুঝতে বাকি নেই,0
কত অজানারে পথ থেকে আস্তে আস্তে দেখছি কিভাবে ইতিহাসের অংশ আমাদের মধ্যে ইতিহাসের প্রতি ভালবাসা তৈরি করে।,0
"কিছুদিন আগে দেখলাম পাঁচবারে বিশ্বচ্যাম্পিয়ন ম্যাগনাস কার্লসেন কে তার এই শ্রেষ্ঠত্বর জন্য পা ছুয়ে কুর্নিশ করছে ভারতীয় প্রতিযোগী,আজ বাংলাদেশী আরেক প্রতিযোগী তার শ্রেষ্ঠর শ্রেষ্ঠত্ব ছিনিয়ে নিল।",0
সুইজারল্যান্ড থাকো তোমার পিসতোভাইরে তুমি কিছু ধার দিতে পারো না,1
ভালোবাসা দিয়ে গেলাম আশা করি আমরাও পাবো,1
শেখ হাসিনা আর কিছুদিন ক্ষমতায় থাকলে জাতিসংঘের নিয়ন্ত্রণ শেখ হাসিনার হাতে চলে আসতো,1
মস্তিস্কের চিন্তাগুলো নেগেটিভ হবার জন্যে কিলবিল করছে,0
কবি নজরুলের শিক্ষকতা অভিনয় আর চাকরি তিনটা একসাথে কেমনে করবেন?,0
"মনের কথা বলছেন, বুকে আসেন ভাই।",1
"আফায় শশুর বাড়ি, তবে বাড়িটা আগের থেকে আগোছালো হয়ে গেছে।",1
আশা করি সরকার এই পরিস্থিতি মোকাবেলা করে দেশের মানুষকে নিরাপত্তা নিশ্চিত করবে।,0
"আমাদের গ্রামে প্রচুর ছাই আছে,ছাই লাগলে বইলেন আমি ও বিক্রি করে রাতারাতি বড়লোকর্স হয়ে যাবো",1
একটা সুন্দর ঘর মানে একটা পরিতৃপ্ত মন।,0
সামাজিকভাবেই উত্তরটা সেটেলড ছিল।,0
"""নিশ্চয়ই আমি মানুষকে সুন্দরতম আকৃতিতে সৃষ্টি করেছি।"" সূরা আত-তীন ৪",0
নিজস্ব ওয়ালে যা ইচ্ছা বলবে নাকি কোর্স কিনেছেন বলে তার ব্যাক্তিগত সব অধিকার কিনে নিয়েছেন?,0
ডাক্তাররা মানুষের জীবন রক্ষা করতে নিজেদের আরাম-আয়েশ বিসর্জন দেন,0
"কিসের দশ বছর, এখনো আমি এটা করি",1
অনেক হতাশায় ছিলাম এইসব বিনোদন এর জন্য ভাল লাগতেছে এখন,1
"মানুষ মানুষ কে এ ভাবে কাটতে পারে, তাও আবার রান্নান মত করে টুকরো",0
মূল্যবোধের মোটামুটি বারোটা বাজিয়ে দিয়েছে এই শতাব্দীর তথাকথিত সোশ্যাল মিডিয়া।,0
মেইনটেনেন্স খরচ বেশি তাই পছন্দের হলেও নিতে পারিনি। সেকেন্ডহ্যান্ড ভালো কন্ডিশনের ছিলো বেশ কিছু,0
এজন্যেই ইন্টেল এর এই অবস্থা। দাম বেশি মান খারাপ।,1
পরীক্ষার ফলাফল ঠিক সময়ে দেওয়া হয়েছে।,0
রোগীকে সুস্থ করতে একাধিক পরীক্ষা প্রয়োজন,0
থাইল্যান্ড যাওয়ার আগে পাবনা যাওয়ার দরকার ছিল তোর,1
একটা বোতল আমি কুয়েত নিয়ে আসছিলাম,0
"সেই পুরনো দিনের ছেলেবেলার কিছু অনুভূতি এই সিজনে ফুটে উঠেছে, বেশ ভাল লাগছে।",0
"আম্মু যে দুই পিস দিতো সেটা তো মাংস না ভাই, সেটা মায়ের ভালোবাসা, মায়ের সন্তুষ্টি।",0
নেগেটিভ চিন্তা থেকে বের হতেও পারতেছি না জীবনে আল্লাহর রহমতও আসছে না। চিন্তা যেমন করছি জীবনটা সেদিকেই মোড় নিচ্ছে,0
"হটাত আপুকে চমকে দেয়ার জন্য ভাইয়া স্পেন থেকে চলে আসে বাংলাদেশে,",1
"খোলা খাবারে অনেক মশা-মাছি ইত্যাদি বসে। যা দেখতে হয়তো আকর্ষণীয় বলবে অনেকেই কিন্তু আনহাইজিনিক খাবারের মূল্য কোনো সুশীল,জ্ঞানী,সুশিক্ষিত মানুষের কাছে থাকে না। আর খাবার খুলে রাখার বিষয়টা যখন ইচ্ছাকৃত তখন সেটা তো আরও বেশি ভয়ংকরভাবে বর্জনীয়।",0
"টাকার সাথে ভাংতি কয়টা পয়সা ছিলো তাও শেষ, জানুয়ারি মাস শেষ হচ্ছে না!",1
"যার যত ভিউ, সে তত বড়।",0
"আমেরিকা টোকাই হিসেবে ইজরায়েল কে, বসতি দেয়া হোক।",0
কে জানে কেমিক্যাল ইঞ্জিনিয়ার টা বড় হলে সে একজন মদের ফ্যাক্টরির মালিক হয়ে যায়,1
সাব্বাস! ভন্ডামি বাদ দিয়ে সত্য কথা বলেছেন।,0
কাশিপুরের ওখানে রাস্তা ব্লকড। একজন গাড়ি চাপায় মারা গেছে। রাস্তায় লা শ নিয়ে আন্দোলন করতেছে বিকেলের পর থেকে।,0
"আমার বাবা বীর মুক্তিযোদ্ধা মোঃ আবুল কাসেম এর পক্ষ থেকে মহান বিজয় দিবসের শুভেচ্ছা ও অভিনন্দন ।স্বাধীনতার জন্য বঙ্গবন্ধু শেখ মুজিবুর রহমানের দীর্ঘ ত্যাগী সংগ্রাম একাত্তরে খুঁজে পায় কাংখিত ঠিকানা। কী করে বাঙ্গালির স্বাধীনতার ঠিকানা, মুক্তির প্রতীক হয়ে উঠেছিলেন বঙ্গবন্ধু?সৌজন্যে বৈশাখী টিভি চ্যানেল।সাক্ষাতকার গ্রহণে কাজী বাপ্পা।",0
"যখন শেখ হাসিনার সরকার ছিল, বিভিন্ন দেশের উন্নত মানের রোবট রা রোবটের মতন কাজ করতো। প্রতিষ্ঠানের নির্দেশনা অমান্য করার সাহস ছিল না রোবটদের। ছাত্রদের কারণে আজ সাজানো গোছানো রোবট বাহিনী অবাধ্য হয়ে উঠেছে দেশগুলোতে । এর মূল্য অবশ্যই একদিন ইউসুফ সরকারকে দিতে হবে।",1
এটা বিপিএলে হলে কিছু লোক তুলকালাম করে ফেলতো,1
এ দিন দিন না আরও দিন আছে। এই দিন রে নিয়া যাবে ওই দিনের কাছে।,0
রোবটরা ছাত্র অান্দোলনে যোগ দিতে যাচ্ছে...,1
মনে রাখিস সাকিব পৃথিবী কিন্তু গোল,1
"একটা কথা আছে ""পিনাকী"" কে যেই ব্যাক্তি যতো টা ভালো মনে করেন আসলে কি সে ততটা ভালো ? তোতোটা ভালো মানুষ না সে",0
কঠোর পরিশ্রম সবসময় সাফল্যের সঙ্গী।,0
রোগীর চিকিৎসায় ভালো অবকাঠামো গুরুত্বপূর্ণ,0
মন দিয়ে চোখ বুলিয়ে খুঁজলে সিঙ্গেল ছেলেও পাওয়া যায়,0
ছোট ছেলে কি কাজ করেনা?,0
মরার আগে স্ত্রীর দায়িত্ব ছিল তার হাসবেন্ডকে বিয়ে দিয়ে যাওয়া,1
ভাই এখানে বসন্ত বলতে একধরনের রোগ বোঝানো হচ্ছে,0
চোখের ডাক্তার দেখান। এখানে কেউ সাধারণ মানুষ নাই। আজকে সাধারণ মানুষের কথা বলার কোন ক্ষমতাই নাই। অন্তত আপনার কাছ থেকে এগুলো আশা করি না আমরা। আপনার রাজনীতির উর্ধে থাকার কথা ছিল।,0
অবশ্যই আমার সাথে যোগাযোগ করতে পারেন বিস্তারিত সমস্যার সমাধান করে দিবো,0
"আশা করবো দেশের কোন মিডিয়া খুনি, গণহত্যা কারী, গুম, লুটপাট ও স্বৈরাচারী হাসিনার ভাষন প্রচার করবে না।",0
"আমাদের সময় বাবা মা বলতেন ""হাড়গুলো আমার মাংসগুলো আপনার"" শিক্ষকের পৃষ্ঠপোষকতায় একজন ছাত্র হয়ে উঠতো সোনার মানুষ। এমনিতেই বাংলাদেশের শিক্ষা ব্যবস্থার বেহাল দশা তার উপরে পারিবারিক সুশিক্ষা নেই এভাবে চলছে থাকলে অচিরেই এজাতি মুখ থুবড়ে পড়বে।",0
মোবাইল কেনার সময় জোর করে ৫০০ টাকা কম দিছিলাম। সেই অভিশাপে মনে হয় এমন ভিডিও সামনে আসে,1
দেয়াল বাগান ভার্টিক্যাল গার্ডেন ও পরিবেশ-বান্ধব দৃশ্যের ল্যান্ডস্কেপিং সমন্বয়ে সেন্টারটিতে এক ধরনের প্রাকৃতিক আবহ তৈরি করা হয়েছে।,0
চোর এর বাচ্চা চোর মাশরাফি ভোট চোর তুই যেই টাকা ও সুবিধা নিচ্ছিস তা হারাম হারাম কোরের বাচ্চা কারণ তুই অবৈধ এমপি।,0
আসেন ভাই কান্দে আসেন,1
এর থেকে কত ভয়ংকর ছিল,0
এখনকার পোলাপাইনদের ১৮ বছর বয়সে বিয়ের প্যারা উঠে যায় ডিপ্রেশনে পড়ে আর তারা তখন সংসার সামলাবে নাকি এক্সাম দিবে,1
"মনিটরিং টিম চাটাচাটি করতে ব্যস্ত, তাদের বার বার ডেকে বিরক্ত করবেন না!",1
"আমি ঘুমাইলে চোখে দেখি নাহ, এটা কেউ নিউজ করে না কপাল আমার",1
নতুন প্রযুক্তির মাধ্যমে পুরনো জিপিইউ ব্যবহার করে উচ্চক্ষমতাসম্পন্ন AI তৈরি করা সম্ভব হচ্ছে।,0
